3.162277660168379080e+05,3.474462032318115234e-01,1.088941097259521484e+00,1.084803819656372070e+00,1.091051101684570312e+00,1.091077089309692383e+00,1.099637508392333984e+00,1.087222099304199219e+00,1.096032142639160156e+00,1.098262548446655273e+00,1.098093032836914062e+00,1.088534116744995117e+00,1.098059892654418945e+00,1.089422941207885742e+00,1.096266269683837891e+00,1.089268922805786133e+00,1.094610452651977539e+00,1.093979358673095703e+00,1.095380783081054688e+00,1.094254732131958008e+00,1.095088958740234375e+00
1.000000000000000000e+05,1.142451763153076172e-01,3.465023040771484375e-01,3.463296890258789062e-01,3.463521003723144531e-01,3.479912281036376953e-01,3.486540317535400391e-01,3.479909896850585938e-01,3.466453552246093750e-01,3.468244075775146484e-01,3.475894927978515625e-01,3.454036712646484375e-01,3.460817337036132812e-01,3.474256992340087891e-01,3.462586402893066406e-01,3.484735488891601562e-01,3.466362953186035156e-01,3.477237224578857422e-01,3.476798534393310547e-01,3.478658199310302734e-01,3.465571403503417969e-01
3.162277660168379225e+04,3.695344924926757812e-02,1.230218410491943359e-01,1.200933456420898438e-01,1.139471530914306641e-01,1.135926246643066406e-01,1.124846935272216797e-01,1.132159233093261719e-01,1.128013134002685547e-01,1.130070686340332031e-01,1.134557723999023438e-01,1.132054328918457031e-01,1.128807067871093750e-01,1.150431632995605469e-01,1.132826805114746094e-01,1.134502887725830078e-01,1.131987571716308594e-01,1.128494739532470703e-01,1.129388809204101562e-01,1.135699748992919922e-01,1.136627197265625000e-01
1.000000000000000000e+04,1.208138465881347656e-02,3.757429122924804688e-02,3.638434410095214844e-02,3.632187843322753906e-02,3.584146499633789062e-02,3.599333763122558594e-02,3.667402267456054688e-02,3.713345527648925781e-02,3.608345985412597656e-02,3.577065467834472656e-02,3.663754463195800781e-02,3.645920753479003906e-02,3.612637519836425781e-02,3.675174713134765625e-02,3.641366958618164062e-02,3.620791435241699219e-02,3.677773475646972656e-02,3.685069084167480469e-02,3.689050674438476562e-02,3.658199310302734375e-02
3.162277660168379498e+03,4.647254943847656250e-03,1.264739036560058594e-02,1.300406455993652344e-02,1.289463043212890625e-02,1.297664642333984375e-02,1.254057884216308594e-02,1.269888877868652344e-02,1.274895668029785156e-02,1.324963569641113281e-02,1.300525665283203125e-02,1.320695877075195312e-02,1.221394538879394531e-02,1.271653175354003906e-02,1.222681999206542969e-02,1.233649253845214844e-02,1.323890686035156250e-02,1.250076293945312500e-02,1.357173919677734375e-02,1.280260086059570312e-02,1.259517669677734375e-02
1.000000000000000000e+03,2.391338348388671875e-03,5.162000656127929688e-03,5.261182785034179688e-03,5.470275878906250000e-03,5.273342132568359375e-03,4.997968673706054688e-03,5.053281784057617188e-03,5.150556564331054688e-03,5.160331726074218750e-03,5.431890487670898438e-03,5.121469497680664062e-03,5.801200866699218750e-03,5.073308944702148438e-03,5.177736282348632812e-03,5.119562149047851562e-03,4.926443099975585938e-03,4.906654357910156250e-03,4.914283752441406250e-03,4.952430725097656250e-03,4.914045333862304688e-03
3.162277660168379612e+02,1.659870147705078125e-03,3.593921661376953125e-03,3.966093063354492188e-03,3.659963607788085938e-03,3.878116607666015625e-03,3.809213638305664062e-03,3.717899322509765625e-03,3.691196441650390625e-03,3.981828689575195312e-03,3.730773925781250000e-03,3.679752349853515625e-03,3.655910491943359375e-03,3.625631332397460938e-03,3.615856170654296875e-03,3.639221191406250000e-03,3.587484359741210938e-03,3.563165664672851562e-03,3.583908081054687500e-03,3.518342971801757812e-03,3.604173660278320312e-03
1.000000000000000000e+02,1.690626144409179688e-03,2.475738525390625000e-03,3.098249435424804688e-03,2.974987030029296875e-03,2.666950225830078125e-03,2.701282501220703125e-03,2.745389938354492188e-03,2.891063690185546875e-03,2.679586410522460938e-03,3.307342529296875000e-03,2.773523330688476562e-03,2.495288848876953125e-03,2.894401550292968750e-03,2.625465393066406250e-03,2.598524093627929688e-03,2.478837966918945312e-03,3.210067749023437500e-03,2.690553665161132812e-03,2.538204193115234375e-03,2.633571624755859375e-03
3.162277660168379256e+01,1.461029052734375000e-03,2.437114715576171875e-03,2.070665359497070312e-03,3.170728683471679688e-03,2.304315567016601562e-03,2.341985702514648438e-03,2.140045166015625000e-03,2.842426300048828125e-03,2.286911010742187500e-03,2.122640609741210938e-03,2.193689346313476562e-03,2.755880355834960938e-03,2.172946929931640625e-03,2.194881439208984375e-03,2.171754837036132812e-03,2.765893936157226562e-03,2.376556396484375000e-03,2.152681350708007812e-03,2.112865447998046875e-03,2.920627593994140625e-03
1.000000000000000000e+01,1.952648162841796875e-03,2.257347106933593750e-03,2.535581588745117188e-03,2.086400985717773438e-03,2.414226531982421875e-03,2.160787582397460938e-03,2.604007720947265625e-03,2.238035202026367188e-03,3.165006637573242188e-03,2.240180969238281250e-03,2.015113830566406250e-03,2.390623092651367188e-03,2.479076385498046875e-03,2.233266830444335938e-03,2.134323120117187500e-03,2.242803573608398438e-03,2.426385879516601562e-03,2.092838287353515625e-03,2.034902572631835938e-03,2.242565155029296875e-03
